302,317,180,196
306,322,151,167
309,324,355,371
228,246,153,170
304,323,109,129
365,380,133,149
297,312,335,353
322,337,329,345
252,267,100,115
225,241,168,185
281,297,130,147
297,314,52,70
301,317,90,106
348,362,98,116
369,385,115,133
360,378,172,189
278,293,255,271
295,313,333,350
301,319,409,426
328,344,251,268
323,341,312,329
326,346,395,413
