[],[],[],[],[],[],,,,,,,,,,,,1,1,1,1,1,4056,1969,7095,1687,952,575,1944,2607,2704,1672
[],[],[],[],[],[],,,,,,,,,,,,1,1,1,1,1,795,1233,167,214,120,523,14401,143,147,142
[],[],[],[],[],[],,,,,,,,,,,,1,1,1,1,1,525,1229,156,140,156,148,198,314,360,276
[],[],[],[],[],[],,,,,,,,,,,,1,1,1,1,1,892,1427,956,532,853,705,988,493,500,444
[],[],[],[],[],[],,,,,,,,,,,,1,1,1,1,1,177,1413,829,261,267,2453,61931,2726,3036,205852
[],[],[],[],[],[],,,,,,,,,,,,1,1,1,1,1,940,2806,3389,2968,2497,2093,1855,1999,2059,1356
[],[],[],[],[],[],,,,,,,,,,,,1,1,1,1,1,85772,65725,24435,18540,52512,32012,10279,17696,6578,4688
['a'],['a'],"['b', 'd', 'b', 'd']",[],"['d', 'b', 'c', 'd']",[],9,9,6,8,9,1,8,9,50,8,40,7,9,9,9,9,5064,31577,20430,19577,11494,8108,9099,9735,8503,5781
['a'],"['a', 'b', 'd']","['b', 'd', 'a']",[],"['d', 'b', 'c', 'd']",[],5,6,3,5,8,3,7,6,40,6,50,5,8,3,4,6,9554,36700,24051,46656,25502,16915,13126,20582,14986,6524
['b'],['b'],"['b', 'd', 'd']",[],"['d', 'b', 'c', 'd']",[],7,8,7,8,9,5,8,9,90,7,90,7,8,8,8,9,14117,21882,18412,13171,11255,17335,7473,7927,6969,5626
['a'],"['a', 'd']","['b', 'd', 'b', 'd']",[],"['d', 'a', 'b', 'c', 'd']",[],4,4,3,5,7,2,3,4,50,5,30,5,8,2,7,3,5658,41274,29222,23719,9519,23649,46257,16705,21637,8295
['a'],['a'],"['b', 'd', 'b']",[],"['d', 'b', 'c', 'd']",[],6,7,3,6,8,3,8,7,70,6,60,5,8,1,7,7,5826,70877,18344,43986,24233,12325,13724,19831,9968,7370
['b'],"['a', 'b']","['b', 'd', 'b', 'd']",[],"['d', 'c', 'd']",[],8,8,9,7,7,2,8,9,80,7,80,7,8,7,8,6,10545,38817,16516,32738,28820,19867,18095,27127,15642,6190
['b'],"['a', 'b']","['b', 'd', 'd']",[],"['d', 'c', 'd']",[],7,6,4,5,8,4,5,6,40,6,70,7,8,3,6,7,6982,24120,14388,24260,14368,9541,10564,15604,13238,8339
['a'],"['a', 'b']","['b', 'd']",[],"['d', 'a', 'b', 'c', 'd']",[],8,8,8,8,9,1,9,9,30,8,80,8,9,1,9,7,4888,21527,12558,2473,9697,12703,15473,7579,5551,7442
['a'],['b'],"['b', 'd', 'd']",[],"['d', 'b', 'c', 'd']",[],6,6,5,5,7,3,5,5,40,4,30,7,8,6,8,8,8878,35909,24764,37917,17235,30484,14908,19028,7936,9146
['a'],"['a', 'b', 'd']","['b', 'd', 'a']",[],"['d', 'b', 'c', 'd']",[],9,9,8,6,9,1,8,9,60,5,60,9,9,1,4,4,5121,19035,17441,35781,22299,19042,9018,11017,16635,7528
['a'],"['a', 'b']","['b', 'd', 'd']",[],"['d', 'b', 'c', 'd']",[],8,8,8,7,9,4,7,8,60,7,20,7,9,7,7,7,4176,41469,12858,20058,16298,10370,9105,14193,11722,7281
['a'],"['a', 'b', 'd']","['b', 'd', 'd']",[],"['d', 'a', 'b', 'c', 'd']",[],5,4,4,3,7,3,5,4,60,3,60,3,3,2,5,3,4887,45605,30230,32129,24329,25415,11664,9228,8178,5510
['d'],"['b', 'd']","['a', 'd', 'a', 'd']",[],"['a', 'b', 'c']",[],1,2,,,,,,,,,,7,6,1,1,1,8741,168342,24648,15528,8888,4336,9106,41216,5621,2154
['c'],['a'],"['b', 'd']",[],"['d', 'a', 'b', 'c', 'd']",[],6,6,6,6,6,6,6,6,70,6,70,8,8,7,8,7,7355,14271,9674,11111,6220,20935,4757,2787,3040,2740
['a'],"['a', 'b']","['b', 'd', 'b', 'd']",[],"['d', 'b', 'c', 'd']",[],9,9,6,9,9,1,9,9,50,9,50,9,9,9,9,9,6067,20652,15839,29424,15001,21455,9454,6608,9682,5254
['a'],"['a', 'b']","['b', 'd', 'b', 'd']",[],"['d', 'b', 'c', 'd']",[],7,7,5,8,8,3,6,6,50,7,60,8,9,7,7,7,5777,25255,14384,24152,27224,10504,9073,11759,6072,4184
['a'],"['a', 'b']","['b', 'd', 'b', 'd']",[],"['d', 'b', 'c', 'd']",[],8,8,8,8,8,2,8,9,90,7,100,8,8,7,9,8,7177,49995,30885,29641,14581,14342,11243,16887,9597,5537
['a'],"['a', 'b']","['b', 'd', 'b']",[],"['d', 'b', 'c', 'd']",[],7,8,6,6,6,4,7,8,40,7,20,5,9,4,8,5,5819,37296,17044,30808,15800,12624,11799,8340,11460,7605
['b'],['b'],"['b', 'c', 'a']",[],"['d', 'b', 'c', 'd']",[],5,5,4,5,7,4,7,9,80,6,60,7,7,8,7,6,9241,71428,71307,49085,30422,18071,10663,11142,10093,8525
['a'],['a'],['b'],[],['b'],[],,2,,,,,,1,70,6,80,1,1,1,1,1,11271,10261,10173,1060,3952,711,185,8025,1233,723
